"0","38","87"
"0","38","10"
"0","38","242"
"0","38","217"
"0","38","186"
"0","36","121"
"0","40","249"
"0","40","10"
"0","66","121"
"0","66","28"
"0","66","88"
"0","66","52"
"0","18","132"
"0","30","78"
"0","30","6"
"0","30","253"
"0","30","58"
"0","84","166"
"0","75","16"
"0","75","59"
"0","14","59"
"0","14","173"
"0","9","81"
"0","9","120"
"0","9","83"
"0","59","237"
"0","59","78"
"0","45","244"
"0","45","16"
"0","45","79"
"0","45","81"
"0","32","59"
"0","32","217"
"0","32","60"
"0","52","216"
"0","53","171"
"0","53","45"
"0","53","172"
"0","62","237"
"0","62","183"
"0","2","231"
"0","2","232"
"0","2","29"
"0","2","243"
"0","17","222"
"0","17","232"
"0","17","8"
"0","17","153"
"0","17","19"
"0","17","225"
"0","34","249"
"0","70","92"
"0","70","120"
"0","70","9"
"0","12","59"
"0","12","172"
"0","12","134"
"0","12","238"
"0","12","152"
"0","12","121"
"0","12","179"
"0","87","144"
"0","87","112"
"0","81","68"
"0","81","97"
"0","81","181"
"0","86","79"
"0","86","85"
"0","86","56"
"0","33","249"
"0","8","109"
"0","8","127"
"0","50","60"
"0","50","9"
"0","46","132"
"0","46","225"
"0","95","154"
"0","95","208"
"0","95","153"
"0","95","48"
"0","91","112"
"0","91","184"
"0","91","123"
"0","91","238"
"0","91","244"
"0","1","88"
"0","1","231"
"0","1","112"
"0","1","16"
"0","76","97"
"0","42","153"
"0","42","48"
"0","42","79"
"0","42","43"
"0","42","29"
"0","42","250"
"0","42","109"
"0","77","208"
"0","77","88"
"0","77","216"
"0","99","201"
"0","99","74"
"0","99","222"
"0","99","183"
"0","99","121"
"0","80","181"
"0","72","237"
"0","29","206"
"0","29","237"
"0","61","248"
"0","74","162"
"0","74","19"
"0","74","204"
"0","74","196"
"0","74","107"
"0","74","251"
"0","23","243"
"0","23","120"
"0","31","9"
"0","31","172"
"0","22","253"
"0","98","8"
"0","98","47"
"0","51","157"
"0","51","60"
"0","79","135"
"0","49","240"
"0","49","134"
"0","49","78"
"0","26","127"
"0","26","204"
"0","26","48"
"0","26","70"
"0","10","90"
"0","10","47"
"0","60","223"
"0","20","164"
"0","20","59"
"0","20","162"
"0","20","134"
"0","20","193"
"0","28","50"
"0","28","204"
"0","28","103"
"0","44","52"
"0","44","172"
"0","58","157"
"0","58","120"
"0","58","60"
"0","82","63"
"0","82","121"
"0","82","237"
"0","21","235"
"0","21","52"
"0","21","9"
"0","63","240"
"0","63","60"
"0","7","123"
"0","64","34"
"0","64","42"
"0","85","144"
